booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May242217564RT21,17564,24-05-22,24-05-22,26-05-22,1,RT2,tripster,,Checked Out,15300,15300
May242217564RT22,17564,23-05-22,24-05-22,25-05-22,3,RT2,makeyourtrip,1,Checked Out,16830,16830
May242217564RT23,17564,20-05-22,24-05-22,26-05-22,1,RT2,others,,Cancelled,15300,6120
May242217564RT24,17564,24-05-22,24-05-22,28-05-22,1,RT2,others,4,Checked Out,15300,15300
May242217564RT25,17564,24-05-22,24-05-22,25-05-22,1,RT2,others,,Cancelled,15300,6120
May242217564RT26,17564,24-05-22,24-05-22,26-05-22,1,RT2,others,3,Checked Out,15300,15300
May242217564RT27,17564,22-05-22,24-05-22,25-05-22,1,RT2,makeyourtrip,,Checked Out,15300,15300
May242217564RT28,17564,23-05-22,24-05-22,27-05-22,1,RT2,others,,Checked Out,15300,15300
May242217564RT29,17564,24-05-22,24-05-22,26-05-22,4,RT2,direct online,1,Checked Out,18360,18360
May242217564RT210,17564,23-05-22,24-05-22,30-05-22,4,RT2,others,2,Checked Out,18360,18360
May242217564RT211,17564,23-05-22,24-05-22,25-05-22,1,RT2,tripster,,Cancelled,15300,6120
May242217564RT212,17564,23-05-22,24-05-22,28-05-22,1,RT2,direct online,,Checked Out,15300,15300
May242217564RT213,17564,23-05-22,24-05-22,26-05-22,1,RT2,others,3,Checked Out,15300,15300
May242217564RT214,17564,24-05-22,24-05-22,26-05-22,2,RT2,direct offline,,Checked Out,15300,15300
May242217564RT215,17564,21-05-22,24-05-22,25-05-22,4,RT2,direct offline,1,Checked Out,18360,18360
May242217564RT216,17564,21-05-22,24-05-22,26-05-22,1,RT2,others,2,Checked Out,15300,15300
May242217564RT217,17564,22-05-22,24-05-22,25-05-22,1,RT2,logtrip,,Checked Out,15300,15300
May242217564RT218,17564,24-05-22,24-05-22,25-05-22,1,RT2,direct online,1,Checked Out,15300,15300
May242217564RT31,17564,18-05-22,24-05-22,25-05-22,1,RT3,others,,Checked Out,20400,20400
May242217564RT32,17564,19-05-22,24-05-22,25-05-22,1,RT3,direct offline,,Checked Out,20400,20400
May242217564RT33,17564,24-05-22,24-05-22,28-05-22,2,RT3,makeyourtrip,,Checked Out,20400,20400
May242217564RT34,17564,30-04-22,24-05-22,25-05-22,1,RT3,others,,Cancelled,20400,8160
May242217564RT35,17564,24-05-22,24-05-22,25-05-22,1,RT3,makeyourtrip,1,Checked Out,20400,20400
May242217564RT36,17564,23-05-22,24-05-22,26-05-22,2,RT3,direct online,,Cancelled,20400,8160
May242217564RT37,17564,18-05-22,24-05-22,25-05-22,1,RT3,journey,4,Checked Out,20400,20400
May242217564RT38,17564,24-05-22,24-05-22,25-05-22,1,RT3,others,1,Checked Out,20400,20400
May242217564RT39,17564,24-05-22,24-05-22,28-05-22,4,RT3,others,,Cancelled,24480,9792
May242217564RT41,17564,22-05-22,24-05-22,25-05-22,1,RT4,others,,Cancelled,32300,12920
May242217564RT42,17564,23-05-22,24-05-22,26-05-22,4,RT4,direct online,,Cancelled,38760,15504
May242217564RT43,17564,18-05-22,24-05-22,28-05-22,2,RT4,direct online,,Cancelled,32300,12920
May242217564RT44,17564,24-05-22,24-05-22,26-05-22,2,RT4,others,2,Checked Out,32300,32300
May242217564RT45,17564,23-05-22,24-05-22,26-05-22,4,RT4,direct online,3,Checked Out,38760,38760
May242217564RT46,17564,18-05-22,24-05-22,25-05-22,1,RT4,others,,No Show,32300,32300
May242217564RT47,17564,24-05-22,24-05-22,27-05-22,1,RT4,others,2,Checked Out,32300,32300
May252216558RT11,16558,25-05-22,25-05-22,31-05-22,2,RT1,direct online,3,Checked Out,9100,9100
May252216558RT12,16558,23-05-22,25-05-22,26-05-22,1,RT1,direct offline,5,Checked Out,9100,9100
May252216558RT13,16558,23-05-22,25-05-22,27-05-22,2,RT1,makeyourtrip,5,Checked Out,9100,9100
May252216558RT14,16558,22-05-22,25-05-22,26-05-22,2,RT1,others,,Cancelled,9100,3640
May252216558RT15,16558,23-05-22,25-05-22,26-05-22,1,RT1,others,3,Checked Out,9100,9100
May252216558RT16,16558,20-05-22,25-05-22,27-05-22,1,RT1,makeyourtrip,,Cancelled,9100,3640
May252216558RT17,16558,21-05-22,25-05-22,26-05-22,2,RT1,direct offline,,Checked Out,9100,9100
May252216558RT18,16558,21-05-22,25-05-22,31-05-22,3,RT1,journey,,Checked Out,10010,10010
May252216558RT19,16558,24-05-22,25-05-22,30-05-22,2,RT1,others,,Checked Out,9100,9100
May252216558RT110,16558,19-05-22,25-05-22,27-05-22,3,RT1,others,,No Show,10010,10010
May252216558RT111,16558,22-05-22,25-05-22,31-05-22,2,RT1,others,5,Checked Out,9100,9100
May252216558RT112,16558,23-05-22,25-05-22,26-05-22,2,RT1,others,,Checked Out,9100,9100
May252216558RT113,16558,23-05-22,25-05-22,26-05-22,1,RT1,direct online,5,Checked Out,9100,9100
May252216558RT21,16558,22-05-22,25-05-22,26-05-22,2,RT2,journey,5,Checked Out,12600,12600
May252216558RT22,16558,18-05-22,25-05-22,26-05-22,2,RT2,makeyourtrip,3,Checked Out,12600,12600
May252216558RT23,16558,19-05-22,25-05-22,30-05-22,2,RT2,makeyourtrip,,Checked Out,12600,12600
May252216558RT24,16558,21-05-22,25-05-22,27-05-22,3,RT2,tripster,,Cancelled,13860,5544
May252216558RT25,16558,20-05-22,25-05-22,27-05-22,3,RT2,others,5,Checked Out,13860,13860
May252216558RT26,16558,23-05-22,25-05-22,27-05-22,1,RT2,others,,Checked Out,12600,12600
May252216558RT27,16558,1/5/2022,25-05-22,31-05-22,1,RT2,logtrip,,Checked Out,12600,12600
May252216558RT28,16558,23-05-22,25-05-22,28-05-22,2,RT2,tripster,,Checked Out,12600,12600
May252216558RT29,16558,22-05-22,25-05-22,31-05-22,2,RT2,direct online,5,Checked Out,12600,12600
May252216558RT210,16558,19-05-22,25-05-22,31-05-22,2,RT2,direct online,5,Checked Out,12600,12600
May252216558RT211,16558,5/5/2022,25-05-22,30-05-22,2,RT2,others,5,Checked Out,12600,12600
May252216558RT212,16558,21-05-22,25-05-22,26-05-22,4,RT2,makeyourtrip,,No Show,15120,15120
May252216558RT213,16558,23-05-22,25-05-22,26-05-22,2,RT2,others,,Checked Out,12600,12600
May252216558RT31,16558,19-05-22,25-05-22,31-05-22,2,RT3,makeyourtrip,,Cancelled,16800,6720
May252216558RT32,16558,22-05-22,25-05-22,26-05-22,2,RT3,makeyourtrip,,Checked Out,16800,16800
May252216558RT33,16558,21-05-22,25-05-22,26-05-22,2,RT3,others,5,Checked Out,16800,16800
May252216558RT34,16558,5/5/2022,25-05-22,30-05-22,6,RT3,direct online,,Checked Out,23520,23520
May252216558RT35,16558,24-05-22,25-05-22,26-05-22,2,RT3,logtrip,2,Checked Out,16800,16800
May252216558RT41,16558,23-05-22,25-05-22,26-05-22,2,RT4,others,,Cancelled,26600,10640
May252216558RT42,16558,25-05-22,25-05-22,29-05-22,2,RT4,others,5,Checked Out,26600,26600
May252216559RT11,16559,22-05-22,25-05-22,31-05-22,2,RT1,tripster,5,Checked Out,11050,11050
May252216559RT12,16559,22-05-22,25-05-22,27-05-22,2,RT1,others,5,Checked Out,11050,11050
May252216559RT13,16559,19-05-22,25-05-22,31-05-22,4,RT1,journey,3,Checked Out,13260,13260
May252216559RT14,16559,21-05-22,25-05-22,26-05-22,3,RT1,others,,Cancelled,12155,4862
May252216559RT15,16559,23-05-22,25-05-22,31-05-22,2,RT1,direct online,4,Checked Out,11050,11050
May252216559RT16,16559,22-05-22,25-05-22,31-05-22,2,RT1,makeyourtrip,,Checked Out,11050,11050
May252216559RT17,16559,20-05-22,25-05-22,31-05-22,1,RT1,others,5,Checked Out,11050,11050
May252216559RT18,16559,25-05-22,25-05-22,31-05-22,1,RT1,makeyourtrip,5,Checked Out,11050,11050
May252216559RT19,16559,22-05-22,25-05-22,27-05-22,2,RT1,makeyourtrip,,Cancelled,11050,4420
May252216559RT110,16559,20-05-22,25-05-22,27-05-22,2,RT1,others,1,Checked Out,11050,11050
May252216559RT111,16559,21-05-22,25-05-22,27-05-22,2,RT1,makeyourtrip,,Checked Out,11050,11050
May252216559RT112,16559,18-05-22,25-05-22,26-05-22,2,RT1,others,5,Checked Out,11050,11050
May252216559RT113,16559,22-05-22,25-05-22,26-05-22,3,RT1,others,5,Checked Out,12155,12155
May252216559RT114,16559,19-05-22,25-05-22,26-05-22,1,RT1,logtrip,,Cancelled,11050,4420
May252216559RT115,16559,24-05-22,25-05-22,27-05-22,1,RT1,makeyourtrip,3,Checked Out,11050,11050
May252216559RT116,16559,21-05-22,25-05-22,29-05-22,1,RT1,direct offline,5,Checked Out,11050,11050
May252216559RT117,16559,21-05-22,25-05-22,28-05-22,2,RT1,others,,Cancelled,11050,4420
May252216559RT118,16559,25-05-22,25-05-22,31-05-22,3,RT1,others,3,Checked Out,12155,12155
May252216559RT119,16559,22-05-22,25-05-22,30-05-22,2,RT1,others,5,Checked Out,11050,11050
May252216559RT120,16559,21-05-22,25-05-22,26-05-22,2,RT1,others,,Cancelled,11050,4420
May252216559RT21,16559,23-05-22,25-05-22,29-05-22,4,RT2,makeyourtrip,,Cancelled,18360,7344
May252216559RT22,16559,20-05-22,25-05-22,30-05-22,4,RT2,direct offline,,No Show,18360,18360
May252216559RT23,16559,22-05-22,25-05-22,26-05-22,2,RT2,tripster,,Cancelled,15300,6120
May252216559RT24,16559,24-05-22,25-05-22,26-05-22,2,RT2,makeyourtrip,5,Checked Out,15300,15300
May252216559RT25,16559,23-05-22,25-05-22,26-05-22,2,RT2,makeyourtrip,,Checked Out,15300,15300
May252216559RT26,16559,23-05-22,25-05-22,27-05-22,2,RT2,others,,Cancelled,15300,6120
May252216559RT27,16559,20-05-22,25-05-22,26-05-22,2,RT2,others,5,Checked Out,15300,15300
May252216559RT28,16559,20-05-22,25-05-22,27-05-22,3,RT2,direct online,,Cancelled,16830,6732
May252216559RT29,16559,19-05-22,25-05-22,28-05-22,3,RT2,makeyourtrip,,Checked Out,16830,16830
May252216559RT210,16559,21-05-22,25-05-22,31-05-22,3,RT2,journey,5,Checked Out,16830,16830
May252216559RT211,16559,21-05-22,25-05-22,26-05-22,1,RT2,makeyourtrip,5,Checked Out,15300,15300
May252216559RT212,16559,22-05-22,25-05-22,26-05-22,4,RT2,tripster,,Checked Out,18360,18360
May252216559RT213,16559,19-05-22,25-05-22,27-05-22,4,RT2,others,4,Checked Out,18360,18360
May252216559RT214,16559,23-05-22,25-05-22,26-05-22,2,RT2,others,,Cancelled,15300,6120
May252216559RT215,16559,20-05-22,25-05-22,27-05-22,2,RT2,direct offline,5,Checked Out,15300,15300
May252216559RT216,16559,21-05-22,25-05-22,30-05-22,2,RT2,direct offline,,Checked Out,15300,15300
May252216559RT217,16559,23-05-22,25-05-22,26-05-22,3,RT2,others,,Cancelled,16830,6732
May252216559RT218,16559,25-05-22,25-05-22,31-05-22,4,RT2,makeyourtrip,,Cancelled,18360,7344
May252216559RT219,16559,20-05-22,25-05-22,31-05-22,2,RT2,others,,Checked Out,15300,15300
May252216559RT220,16559,1/5/2022,25-05-22,27-05-22,1,RT2,direct online,4,Checked Out,15300,15300
May252216559RT221,16559,22-05-22,25-05-22,27-05-22,2,RT2,logtrip,,Checked Out,15300,15300
May252216559RT222,16559,19-05-22,25-05-22,28-05-22,3,RT2,logtrip,,Checked Out,16830,16830
May252216559RT223,16559,23-05-22,25-05-22,27-05-22,2,RT2,others,,Checked Out,15300,15300
May252216559RT224,16559,25-05-22,25-05-22,26-05-22,1,RT2,others,,No Show,15300,15300
May252216559RT225,16559,23-05-22,25-05-22,26-05-22,2,RT2,others,5,Checked Out,15300,15300
May252216559RT226,16559,23-05-22,25-05-22,27-05-22,2,RT2,others,5,Checked Out,15300,15300
May252216559RT31,16559,1/5/2022,25-05-22,26-05-22,2,RT3,others,5,Checked Out,20400,20400
May252216559RT32,16559,20-05-22,25-05-22,27-05-22,2,RT3,makeyourtrip,,No Show,20400,20400
May252216559RT33,16559,23-05-22,25-05-22,28-05-22,2,RT3,others,3,Checked Out,20400,20400
May252216559RT34,16559,22-05-22,25-05-22,26-05-22,3,RT3,others,,Checked Out,22440,22440
May252216559RT35,16559,23-05-22,25-05-22,31-05-22,2,RT3,others,5,Checked Out,20400,20400
May252216559RT36,16559,24-05-22,25-05-22,31-05-22,2,RT3,logtrip,,Cancelled,20400,8160
May252216559RT37,16559,23-05-22,25-05-22,31-05-22,2,RT3,others,5,Checked Out,20400,20400
May252216559RT38,16559,22-05-22,25-05-22,27-05-22,2,RT3,others,5,Checked Out,20400,20400
May252216559RT39,16559,24-05-22,25-05-22,31-05-22,2,RT3,tripster,,Cancelled,20400,8160
May252216559RT310,16559,19-05-22,25-05-22,26-05-22,3,RT3,others,,Cancelled,22440,8976
May252216559RT311,16559,20-05-22,25-05-22,27-05-22,1,RT3,others,,Checked Out,20400,20400
May252216559RT312,16559,21-05-22,25-05-22,26-05-22,1,RT3,logtrip,,Cancelled,20400,8160
May252216559RT313,16559,23-05-22,25-05-22,29-05-22,2,RT3,direct online,5,Checked Out,20400,20400
May252216559RT314,16559,4/5/2022,25-05-22,27-05-22,2,RT3,others,5,Checked Out,20400,20400
May252216559RT315,16559,22-05-22,25-05-22,27-05-22,2,RT3,makeyourtrip,,Cancelled,20400,8160
May252216559RT316,16559,22-05-22,25-05-22,29-05-22,2,RT3,others,,Checked Out,20400,20400
May252216559RT317,16559,21-05-22,25-05-22,26-05-22,2,RT3,others,,No Show,20400,20400
May252216559RT318,16559,23-05-22,25-05-22,26-05-22,2,RT3,direct online,,Cancelled,20400,8160
May252216559RT319,16559,20-05-22,25-05-22,27-05-22,3,RT3,direct online,,Checked Out,22440,22440
May252216559RT41,16559,21-05-22,25-05-22,26-05-22,3,RT4,logtrip,3,Checked Out,35530,35530
May252216559RT42,16559,4/5/2022,25-05-22,26-05-22,3,RT4,logtrip,5,Checked Out,35530,35530
May252216559RT43,16559,21-05-22,25-05-22,26-05-22,4,RT4,others,4,Checked Out,38760,38760
May252216559RT44,16559,22-05-22,25-05-22,27-05-22,1,RT4,makeyourtrip,3,Checked Out,32300,32300
May252216559RT45,16559,21-05-22,25-05-22,31-05-22,3,RT4,makeyourtrip,,Checked Out,35530,35530
May252216559RT46,16559,22-05-22,25-05-22,26-05-22,2,RT4,others,5,Checked Out,32300,32300
May252216559RT47,16559,21-05-22,25-05-22,30-05-22,1,RT4,logtrip,5,Checked Out,32300,32300
May252216559RT48,16559,23-05-22,25-05-22,31-05-22,2,RT4,others,,Checked Out,32300,32300
May252216559RT49,16559,22-05-22,25-05-22,28-05-22,1,RT4,others,,Checked Out,32300,32300
May252216559RT410,16559,20-05-22,25-05-22,26-05-22,2,RT4,others,,Checked Out,32300,32300
May252216560RT11,16560,25-05-22,25-05-22,27-05-22,1,RT1,makeyourtrip,5,Checked Out,9100,9100
May252216560RT12,16560,25-05-22,25-05-22,26-05-22,4,RT1,others,,Cancelled,10920,4368
May252216560RT13,16560,25-05-22,25-05-22,27-05-22,4,RT1,logtrip,5,Checked Out,10920,10920
May252216560RT14,16560,25-05-22,25-05-22,26-05-22,2,RT1,logtrip,3,Checked Out,9100,9100
May252216560RT15,16560,24-05-22,25-05-22,26-05-22,1,RT1,tripster,3,Checked Out,9100,9100
May252216560RT16,16560,23-05-22,25-05-22,26-05-22,1,RT1,tripster,,Checked Out,9100,9100
May252216560RT17,16560,24-05-22,25-05-22,26-05-22,2,RT1,others,3,Checked Out,9100,9100
May252216560RT18,16560,21-05-22,25-05-22,26-05-22,2,RT1,others,,Checked Out,9100,9100
May252216560RT19,16560,24-05-22,25-05-22,27-05-22,1,RT1,others,,Checked Out,9100,9100
May252216560RT110,16560,24-05-22,25-05-22,26-05-22,1,RT1,others,4,Checked Out,9100,9100
May252216560RT111,16560,25-05-22,25-05-22,27-05-22,1,RT1,journey,,Cancelled,9100,3640
May252216560RT112,16560,25-05-22,25-05-22,26-05-22,1,RT1,others,,Cancelled,9100,3640
May252216560RT113,16560,21-05-22,25-05-22,26-05-22,2,RT1,journey,,Cancelled,9100,3640
May252216560RT114,16560,23-05-22,25-05-22,27-05-22,4,RT1,journey,1,Checked Out,10920,10920
May252216560RT115,16560,23-05-22,25-05-22,27-05-22,2,RT1,journey,,Cancelled,9100,3640
May252216560RT116,16560,24-05-22,25-05-22,26-05-22,2,RT1,others,3,Checked Out,9100,9100
May252216560RT117,16560,23-05-22,25-05-22,26-05-22,1,RT1,logtrip,3,Checked Out,9100,9100
May252216560RT118,16560,21-05-22,25-05-22,26-05-22,2,RT1,direct offline,,Cancelled,9100,3640
May252216560RT119,16560,20-05-22,25-05-22,27-05-22,4,RT1,makeyourtrip,,Checked Out,10920,10920
May252216560RT120,16560,21-05-22,25-05-22,26-05-22,1,RT1,others,,Cancelled,9100,3640
May252216560RT21,16560,5/5/2022,25-05-22,27-05-22,1,RT2,makeyourtrip,,Cancelled,12600,5040
May252216560RT22,16560,24-05-22,25-05-22,30-05-22,1,RT2,logtrip,,Checked Out,12600,12600
May252216560RT23,16560,24-05-22,25-05-22,29-05-22,1,RT2,logtrip,3,Checked Out,12600,12600
May252216560RT24,16560,24-05-22,25-05-22,27-05-22,1,RT2,journey,,Checked Out,12600,12600
May252216560RT25,16560,25-05-22,25-05-22,26-05-22,2,RT2,logtrip,,No Show,12600,12600
May252216560RT26,16560,24-05-22,25-05-22,26-05-22,1,RT2,others,,Checked Out,12600,12600
May252216560RT27,16560,22-05-22,25-05-22,26-05-22,2,RT2,makeyourtrip,,Checked Out,12600,12600
May252216560RT28,16560,22-05-22,25-05-22,26-05-22,1,RT2,makeyourtrip,2,Checked Out,12600,12600
May252216560RT29,16560,25-05-22,25-05-22,26-05-22,1,RT2,makeyourtrip,4,Checked Out,12600,12600
May252216560RT210,16560,24-05-22,25-05-22,26-05-22,1,RT2,makeyourtrip,,Cancelled,12600,5040
May252216560RT211,16560,24-05-22,25-05-22,27-05-22,1,RT2,others,,Checked Out,12600,12600
May252216560RT212,16560,25-05-22,25-05-22,27-05-22,2,RT2,tripster,3,Checked Out,12600,12600
May252216560RT213,16560,25-05-22,25-05-22,26-05-22,4,RT2,journey,,No Show,15120,15120
May252216560RT214,16560,22-05-22,25-05-22,26-05-22,4,RT2,logtrip,4,Checked Out,15120,15120
May252216560RT215,16560,24-05-22,25-05-22,26-05-22,1,RT2,others,5,Checked Out,12600,12600
May252216560RT216,16560,24-05-22,25-05-22,28-05-22,2,RT2,others,,Checked Out,12600,12600
May252216560RT31,16560,24-05-22,25-05-22,30-05-22,1,RT3,direct online,,Checked Out,16800,16800
May252216560RT32,16560,20-05-22,25-05-22,27-05-22,1,RT3,makeyourtrip,,Cancelled,16800,6720
May252216560RT33,16560,25-05-22,25-05-22,26-05-22,2,RT3,logtrip,,Cancelled,16800,6720
May252216560RT34,16560,25-05-22,25-05-22,26-05-22,4,RT3,journey,,Checked Out,20160,20160
May252216560RT35,16560,25-05-22,25-05-22,26-05-22,2,RT3,tripster,,Checked Out,16800,16800
May252216560RT36,16560,24-05-22,25-05-22,27-05-22,1,RT3,makeyourtrip,2,Checked Out,16800,16800
May252216560RT37,16560,25-05-22,25-05-22,26-05-22,2,RT3,logtrip,1,Checked Out,16800,16800
May252216560RT38,16560,5/5/2022,25-05-22,27-05-22,1,RT3,direct offline,,Cancelled,16800,6720
May252216560RT41,16560,24-05-22,25-05-22,26-05-22,1,RT4,logtrip,2,Checked Out,26600,26600
May252216560RT42,16560,24-05-22,25-05-22,27-05-22,1,RT4,others,3,Checked Out,26600,26600
May252216560RT43,16560,25-05-22,25-05-22,26-05-22,1,RT4,direct online,,Checked Out,26600,26600
May252216560RT44,16560,25-05-22,25-05-22,28-05-22,3,RT4,logtrip,,Checked Out,29260,29260
May252216561RT11,16561,23-05-22,25-05-22,26-05-22,2,RT1,logtrip,,No Show,9100,9100
May252216561RT12,16561,24-05-22,25-05-22,30-05-22,4,RT1,journey,,Checked Out,10920,10920
May252216561RT13,16561,20-05-22,25-05-22,31-05-22,2,RT1,makeyourtrip,,Checked Out,9100,9100
May252216561RT14,16561,21-05-22,25-05-22,26-05-22,1,RT1,makeyourtrip,,Checked Out,9100,9100
May252216561RT15,16561,21-05-22,25-05-22,27-05-22,2,RT1,others,,Checked Out,9100,9100
May252216561RT16,16561,18-05-22,25-05-22,31-05-22,2,RT1,direct offline,5,Checked Out,9100,9100
May252216561RT17,16561,24-05-22,25-05-22,26-05-22,3,RT1,direct offline,,Checked Out,10010,10010
May252216561RT18,16561,1/5/2022,25-05-22,26-05-22,2,RT1,others,5,Checked Out,9100,9100
May252216561RT19,16561,23-05-22,25-05-22,27-05-22,2,RT1,makeyourtrip,5,Checked Out,9100,9100
May252216561RT110,16561,23-05-22,25-05-22,26-05-22,2,RT1,makeyourtrip,,Cancelled,9100,3640
May252216561RT111,16561,20-05-22,25-05-22,27-05-22,2,RT1,makeyourtrip,5,Checked Out,9100,9100
May252216561RT112,16561,23-05-22,25-05-22,30-05-22,2,RT1,direct online,,Cancelled,9100,3640
May252216561RT21,16561,19-05-22,25-05-22,27-05-22,2,RT2,journey,,Checked Out,12600,12600
May252216561RT22,16561,25-05-22,25-05-22,26-05-22,2,RT2,logtrip,,Checked Out,12600,12600
May252216561RT23,16561,22-05-22,25-05-22,26-05-22,4,RT2,logtrip,5,Checked Out,15120,15120
May252216561RT24,16561,23-05-22,25-05-22,30-05-22,2,RT2,logtrip,1,Checked Out,12600,12600
May252216561RT25,16561,19-05-22,25-05-22,30-05-22,4,RT2,direct offline,4,Checked Out,15120,15120
May252216561RT26,16561,23-05-22,25-05-22,26-05-22,1,RT2,makeyourtrip,,Checked Out,12600,12600
May252216561RT27,16561,22-05-22,25-05-22,31-05-22,3,RT2,others,5,Checked Out,13860,13860
May252216561RT28,16561,22-05-22,25-05-22,26-05-22,2,RT2,logtrip,,Cancelled,12600,5040
May252216561RT29,16561,22-05-22,25-05-22,26-05-22,2,RT2,direct online,,Checked Out,12600,12600
May252216561RT210,16561,5/5/2022,25-05-22,26-05-22,2,RT2,others,,Cancelled,12600,5040
May252216561RT211,16561,21-05-22,25-05-22,28-05-22,2,RT2,others,5,Checked Out,12600,12600
May252216561RT212,16561,23-05-22,25-05-22,26-05-22,3,RT2,logtrip,,Checked Out,13860,13860
May252216561RT213,16561,21-05-22,25-05-22,30-05-22,2,RT2,others,5,Checked Out,12600,12600
May252216561RT214,16561,20-05-22,25-05-22,28-05-22,1,RT2,direct online,5,Checked Out,12600,12600
May252216561RT215,16561,25-05-22,25-05-22,26-05-22,2,RT2,direct offline,5,Checked Out,12600,12600
May252216561RT31,16561,22-05-22,25-05-22,26-05-22,3,RT3,others,3,Checked Out,18480,18480
May252216561RT32,16561,18-05-22,25-05-22,26-05-22,3,RT3,direct online,,Checked Out,18480,18480
May252216561RT33,16561,22-05-22,25-05-22,26-05-22,2,RT3,others,4,Checked Out,16800,16800
May252216561RT34,16561,21-05-22,25-05-22,31-05-22,1,RT3,others,5,Checked Out,16800,16800
May252216561RT35,16561,21-05-22,25-05-22,26-05-22,2,RT3,logtrip,,Checked Out,16800,16800
May252216561RT36,16561,21-05-22,25-05-22,30-05-22,3,RT3,others,5,Checked Out,18480,18480
May252216561RT37,16561,20-05-22,25-05-22,31-05-22,2,RT3,direct offline,,Checked Out,16800,16800
May252216561RT38,16561,18-05-22,25-05-22,27-05-22,2,RT3,direct offline,,Cancelled,16800,6720
May252216561RT39,16561,22-05-22,25-05-22,26-05-22,2,RT3,logtrip,5,Checked Out,16800,16800
May252216561RT310,16561,21-05-22,25-05-22,26-05-22,4,RT3,makeyourtrip,,Checked Out,20160,20160
May252216561RT311,16561,21-05-22,25-05-22,26-05-22,2,RT3,direct offline,4,Checked Out,16800,16800
May252216561RT312,16561,18-05-22,25-05-22,26-05-22,6,RT3,makeyourtrip,,Checked Out,23520,23520
May252216561RT41,16561,23-05-22,25-05-22,27-05-22,3,RT4,logtrip,,Checked Out,29260,29260
May252216561RT42,16561,22-05-22,25-05-22,28-05-22,2,RT4,others,,Checked Out,26600,26600
May252216561RT43,16561,21-05-22,25-05-22,27-05-22,2,RT4,logtrip,,Cancelled,26600,10640
May252216561RT44,16561,23-05-22,25-05-22,26-05-22,2,RT4,direct offline,,No Show,26600,26600
May252216561RT45,16561,23-05-22,25-05-22,26-05-22,1,RT4,others,,Checked Out,26600,26600
May252216561RT46,16561,23-05-22,25-05-22,31-05-22,3,RT4,others,3,Checked Out,29260,29260
May252216561RT47,16561,25-05-22,25-05-22,28-05-22,2,RT4,makeyourtrip,,Cancelled,26600,10640
May252216562RT11,16562,1/5/2022,25-05-22,30-05-22,2,RT1,makeyourtrip,3,Checked Out,9100,9100
May252216562RT12,16562,23-05-22,25-05-22,29-05-22,2,RT1,others,3,Checked Out,9100,9100
May252216562RT13,16562,23-05-22,25-05-22,28-05-22,2,RT1,others,,Checked Out,9100,9100
May252216562RT14,16562,21-05-22,25-05-22,26-05-22,4,RT1,makeyourtrip,3,Checked Out,10920,10920
May252216562RT15,16562,24-05-22,25-05-22,26-05-22,1,RT1,makeyourtrip,,Cancelled,9100,3640
May252216562RT16,16562,23-05-22,25-05-22,27-05-22,4,RT1,others,3,Checked Out,10920,10920
May252216562RT17,16562,23-05-22,25-05-22,26-05-22,2,RT1,journey,,No Show,9100,9100
May252216562RT18,16562,24-05-22,25-05-22,27-05-22,2,RT1,others,5,Checked Out,9100,9100
May252216562RT19,16562,24-05-22,25-05-22,30-05-22,3,RT1,logtrip,3,Checked Out,10010,10010
May252216562RT110,16562,23-05-22,25-05-22,26-05-22,2,RT1,makeyourtrip,,Checked Out,9100,9100
May252216562RT111,16562,25-05-22,25-05-22,28-05-22,2,RT1,logtrip,,No Show,9100,9100
May252216562RT112,16562,22-05-22,25-05-22,27-05-22,1,RT1,others,2,Checked Out,9100,9100
May252216562RT113,16562,24-05-22,25-05-22,27-05-22,4,RT1,makeyourtrip,4,Checked Out,10920,10920
May252216562RT114,16562,20-05-22,25-05-22,30-05-22,2,RT1,makeyourtrip,4,Checked Out,9100,9100
May252216562RT115,16562,20-05-22,25-05-22,26-05-22,2,RT1,others,3,Checked Out,9100,9100
May252216562RT116,16562,21-05-22,25-05-22,30-05-22,2,RT1,journey,3,Checked Out,9100,9100
May252216562RT21,16562,22-05-22,25-05-22,28-05-22,1,RT2,others,,Cancelled,12600,5040
May252216562RT22,16562,18-05-22,25-05-22,30-05-22,3,RT2,makeyourtrip,,Cancelled,13860,5544
May252216562RT23,16562,21-05-22,25-05-22,31-05-22,2,RT2,makeyourtrip,,Cancelled,12600,5040
May252216562RT24,16562,23-05-22,25-05-22,26-05-22,2,RT2,direct online,2,Checked Out,12600,12600
May252216562RT25,16562,4/5/2022,25-05-22,27-05-22,2,RT2,makeyourtrip,3,Checked Out,12600,12600
May252216562RT26,16562,20-05-22,25-05-22,31-05-22,1,RT2,direct online,,Checked Out,12600,12600
May252216562RT27,16562,19-05-22,25-05-22,26-05-22,2,RT2,direct online,4,Checked Out,12600,12600
May252216562RT28,16562,20-05-22,25-05-22,26-05-22,2,RT2,makeyourtrip,3,Checked Out,12600,12600
May252216562RT29,16562,23-05-22,25-05-22,27-05-22,2,RT2,others,3,Checked Out,12600,12600
May252216562RT210,16562,22-05-22,25-05-22,26-05-22,2,RT2,direct offline,,Checked Out,12600,12600
May252216562RT211,16562,22-05-22,25-05-22,30-05-22,3,RT2,tripster,3,Checked Out,13860,13860
May252216562RT212,16562,4/5/2022,25-05-22,26-05-22,3,RT2,makeyourtrip,,Cancelled,13860,5544
